Pais,Codigo ISO pais,Departamento/Estado,Ciudad_Migrada,Oficina de registro,Grupo edad,Edades,Area Conocimiento,Sub Area Conocimiento,Nivel Academico,Estado civil,Genero,Etnia de la persona,Estatura CM,Pais de Nacimiento,Departamento/Estado.1,Ciudad_Origen,x inicial,y inicial,Fecha de Registro,Cantidad de personas,concat,COMPARATIVO,Coordenada X,Coordenada Y,Mes_Año,Año
ESTADOS UNIDOS,USA,NEW JERSEY,ROSELLE,C. NEWARK,ADULTO,55,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,PREGRADO - TECNOLOGICO,SOLTERO,FEMENINO,NINGUNA,-1,COLOMBIA,BOYACA,SABOYA,3.709.024,-95.712.891,2023-09-01,1,COLOMBIABOYACASABOYA,COLOMBIA,5.704371,-73.741339,09-2023,2023
ESTADOS UNIDOS,USA,FLORIDA,DAVENPORT,C. ORLANDO,ADULTO,50,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,RISARALDA,PEREIRA,3.709.024,-95.712.891,2024-07-01,1,COLOMBIARISARALDAPEREIRA,COLOMBIA,4.7854606,-75.788322,07-2024,2024
ESTADOS UNIDOS,USA,FLORIDA,TAMPA,C. ORLANDO,ADULTO JOVEN,21,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2022-03-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,03-2022,2022
ESTADOS UNIDOS,USA,ILLINOIS,JOLIET,C. CHICAGO,ADULTO,47,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,POSTGRADO - ESPECIALIZACION,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,TOLIMA,ESPINAL,3.709.024,-95.712.891,2023-07-01,1,COLOMBIATOLIMAESPINAL,COLOMBIA,4.1503044,-74.8845895,07-2023,2023
ESTADOS UNIDOS,USA,MINNESOTA,ROCHESTER,C. CHICAGO,ADULTO JOVEN,25,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,PREGRADO - TECNOLOGICO,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,CALDAS,AGUADAS,3.709.024,-95.712.891,2023-09-01,1,COLOMBIACALDASAGUADAS,COLOMBIA,5.613113,-75.4575902,09-2023,2023
ESTADOS UNIDOS,USA,FLORIDA,MIAMI BEACH,C. MIAMI,ADULTO,49,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,COLOMBIA,ATLANTICO,BARRANQUILLA,3.709.024,-95.712.891,2022-04-01,1,COLOMBIAATLANTICOBARRANQUILLA,COLOMBIA,11.0101922,-74.8231794,04-2022,2022
ESTADOS UNIDOS,USA,VIRGINIA,PRINCE GEORGE,C. WASHINGTON,ADULTO,53,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA CIVIL Y AFINES,PREGRADO - TECNICO PROFESIONAL,DIVORCIADO,MASCULINO,OTRO,-1,COLOMBIA,ARAUCA,TAME,3.709.024,-95.712.891,2024-12-01,1,COLOMBIAARAUCATAME,COLOMBIA,6.4615077,-71.7245069,12-2024,2024
ESTADOS UNIDOS,USA,NEW JERSEY,NORTH BERGEN,C. NEWARK,ADULTO MAYOR,63,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,SANTANDER,BARICHARA,3.709.024,-95.712.891,2023-10-01,1,COLOMBIASANTANDERBARICHARA,COLOMBIA,6.6357156,-73.2234417,10-2023,2023
ESTADOS UNIDOS,USA,CALIFORNIA,DOWNEY,C. LOS ANGELES,ADULTO,44,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2023-01-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,01-2023,2023
ESTADOS UNIDOS,USA,CALIFORNIA,SAN DIMAS,C. LOS ANGELES,ADULTO,46,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,CALDAS,MANIZALES,3.709.024,-95.712.891,2023-02-01,1,COLOMBIACALDASMANIZALES,COLOMBIA,5.0743694,-75.5081167,02-2023,2023
ESTADOS UNIDOS,USA,FLORIDA,JACKSONVILLE,C. ORLANDO,ADULTO JOVEN,20,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,TOLIMA,IBAGUE,3.709.024,-95.712.891,2023-09-01,1,COLOMBIATOLIMAIBAGUE,COLOMBIA,4.4386033,-75.2108857,09-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,ELMONT,C. NUEVA YORK,ADULTO,43,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2022-05-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,05-2022,2022
ESTADOS UNIDOS,USA,GEORGIA,ATLANTA,C. ATLANTA,ADULTO,35,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2023-02-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,02-2023,2023
ESTADOS UNIDOS,USA,CALIFORNIA,CALIFORNIA,C. SAN FRANCISCO,ADULTO,31,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-09-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,09-2022,2022
ESTADOS UNIDOS,USA,TEXAS,HOUSTON,C. HOUSTON,ADULTO MAYOR,65,NINGUNA,NINGUNA,BACHILLERATO,DIVORCIADO,FEMENINO,OTRO,-1,COLOMBIA,HUILA,LA ARGENTINA,3.709.024,-95.712.891,2024-11-01,1,COLOMBIAHUILALA ARGENTINA,COLOMBIA,2.1985723,-75.9791154,11-2024,2024
ESTADOS UNIDOS,USA,NORTH CAROLINA,CAROLINA DEL NORTE,C. ATLANTA,ADULTO,38,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,MASCULINO,OTRO,-1,COLOMBIA,CALDAS,RIOSUCIO,3.709.024,-95.712.891,2023-08-01,1,COLOMBIACALDASRIOSUCIO,COLOMBIA,5.4209549,-75.7030623,08-2023,2023
ESTADOS UNIDOS,USA,NEW JERSEY,GREEN BROOK,C. NEWARK,ADULTO MAYOR,61,"INGENIERIA, ARQUITECTURA Y AFINES","INGENIERIA EN SISTEMAS, TELEMATICAY AFINES",PREGRADO - PROFESIONAL,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-12-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,12-2023,2023
ESTADOS UNIDOS,USA,CALIFORNIA,SANTA ANA,C. LOS ANGELES,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,-1,COLOMBIA,TOLIMA,IBAGUE,3.709.024,-95.712.891,2024-02-01,1,COLOMBIATOLIMAIBAGUE,COLOMBIA,4.4386033,-75.2108857,02-2024,2024
ESTADOS UNIDOS,USA,FLORIDA,PEMBROKE,C. MIAMI,ADULTO,45,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,PREGRADO - PROFESIONAL,DESCONOCIDO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-09-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,09-2023,2023
CANADA,CAN,ONTARIO,KITCHENER,C. TORONTO,ADULTO,37,"INGENIERIA, ARQUITECTURA Y AFINES",OTRAS INGENIERIAS,PREGRADO - PROFESIONAL,DESCONOCIDO,FEMENINO,NINGUNA,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,56.130.366,-106.346.771,2023-09-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,09-2023,2023
